No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Dividend,Payout Ratio,EPS,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,EPS Q/Q,Sales Q/Q,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Beta,ATR,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,from Open,Gap,Recom,Avg Volume,Rel Volume,Price,Change,Volume,Earnings
4485,NIHD,"NII Holdings, Inc.",Technology,Wireless Communications,USA,67.55M,-,-,-,0.07,66.06,0.26,-,-,-,-3.31,-224.20%,-,-64.80%,20.00%,-31.20%,95.30%,-21.50%,102.25M,88.99M,11.44%,0.48%,74.00%,-19.28%,3.35%,1.82,-26.30%,-577.10%,-165.30%,0.80,0.80,180.00,563.58,55.40%,-31.10%,-35.90%,-3.60%,83.40%,46.80%,-0.02%,-76.82%,55.69%,-,0.08,12.59%,16.50%,20.46%,62.47%,16.31%,-24.07%,200.27%,-78.34%,200.27%,61.10,-4.26%,-0.38%,4.00,1.63M,0.69,0.66,-4.62%,"1,134,570",Feb 08/b
4486,NIM,Nuveen Select Maturities Munici,Financial,Closed-End Fund - Debt,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.13,-,-,-,-,-,-,-,-,-,-,-0.10%,-0.20%,-4.26%,-2.07%,-0.03%,-1.10%,-,0.07,0.70%,0.69%,-0.90%,-1.89%,-2.87%,-4.60%,0.25%,-6.62%,2.41%,38.67,0.00%,-0.30%,-,28.66K,0.98,9.85,-0.30%,"27,957",-
4487,NINI,iPath Pure Beta Nickel ETN,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.78,-,-,-,-,-,-,-,-,-,-,7.36%,16.92%,14.52%,29.33%,16.61%,4.67%,-,0.48,0.80%,1.77%,11.55%,13.13%,24.04%,0.86%,49.86%,0.86%,50.78%,70.35,2.88%,2.67%,-,0.93K,1.12,22.18,5.62%,"1,036",-
4488,NITE,Nightstar Therapeutics plc,Healthcare,Biotechnology,USA,386.32M,-,-,-,-,9.70,5.55,-,-,-,-0.50,10.60%,-128.80%,-,-,-,-,-,27.11M,27.11M,-,-,28.90%,5.55%,1.78%,10.55,-,-,-,7.80,7.80,0.00,0.00,-,-,-,-2.40%,5.56%,-23.80%,-,-,8.61%,-,1.10,5.40%,7.44%,1.18%,-10.03%,-17.93%,-34.75%,18.85%,-42.85%,18.85%,45.48,-2.26%,0.55%,1.40,45.78K,0.94,14.25,-1.72%,"42,862",-
4489,NJR,New Jersey Resources Corporation,Utilities,Gas Utilities,USA,3.39B,25.79,19.77,4.30,1.49,2.73,1538.75,21.48,2.79%,66.60%,1.51,-0.20%,8.46%,6.30%,6.00%,0.20%,-244.40%,14.30%,86.69M,85.89M,1.20%,-0.85%,65.80%,0.33%,2.39%,3.84,3.40%,10.60%,5.60%,0.70,0.50,0.81,1.16,24.90%,7.40%,5.80%,-1.76%,0.64%,-10.74%,-5.68%,6.55%,-2.86%,0.38,0.71,1.81%,1.65%,-0.98%,-6.10%,-6.88%,-14.08%,1.17%,-14.08%,7.58%,40.76,-1.26%,0.25%,2.00,533.92K,1.37,39.05,-1.01%,"730,667",Feb 08/b
4490,NJV,Nuveen New Jersey Municipal Value Fund,Financial,Asset Management,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-106.43%,-,0.16,-,-,-,-,-,-,-,-,-,-,-1.09%,-0.11%,-3.08%,-2.75%,-9.59%,-0.32%,-,0.17,1.09%,1.17%,-0.72%,-1.09%,-2.84%,-3.21%,0.65%,-11.54%,0.65%,44.33,-1.23%,0.92%,-,5.40K,0.61,14.05,-0.32%,"3,315",-
4491,NK,"NantKwest, Inc.",Healthcare,Biotechnology,USA,395.76M,-,-,-,8420.45,1.66,2.60,-,-,-,-1.18,55.50%,-28.50%,-,-1.70%,-,22.30%,-33.30%,79.63M,27.56M,0.70%,-20.47%,19.30%,0.03%,14.08%,16.77,-32.00%,-36.20%,-,5.50,5.50,0.01,0.01,-,-,-,8.99%,-4.61%,9.96%,-31.73%,-12.04%,10.69%,-,0.35,9.19%,7.52%,8.61%,5.68%,-1.97%,-9.14%,36.16%,-41.18%,83.39%,55.59,-6.75%,0.38%,3.00,231.49K,1.43,4.97,-6.40%,"330,165",Jan 29
4492,NKE,"NIKE, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,USA,105.83B,29.50,25.51,3.91,3.05,9.41,16.56,39.53,1.18%,30.60%,2.31,16.10%,16.27%,15.80%,7.55%,8.00%,-7.10%,4.60%,1.56B,1.29B,1.70%,-3.09%,81.30%,0.02%,2.42%,3.26,16.40%,31.60%,25.30%,2.50,1.70,0.30,0.40,43.80%,12.70%,11.10%,6.57%,4.99%,26.72%,14.50%,27.22%,8.71%,0.62,1.23,1.78%,1.69%,5.95%,9.85%,20.31%,1.00%,23.46%,1.00%,35.05%,71.30,0.98%,0.30%,2.30,9.55M,0.78,68.00,1.28%,"7,440,776",Dec 21/a
4493,NKG,Nuveen Georgia Quality Municipa,Financial,Asset Management,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.28,-,-,-,-,-,-,-,-,-,-,-0.96%,-1.84%,-6.07%,-4.55%,-2.82%,-1.75%,-,0.11,0.66%,0.79%,-1.47%,-3.91%,-5.22%,-8.84%,0.24%,-8.84%,0.24%,26.57,-0.56%,0.32%,-,19.49K,0.74,12.35,-0.24%,"14,327",-
4494,NKSH,"National Bankshares, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,294.30M,20.96,16.58,-,7.21,1.62,4.18,28.03,2.80%,56.20%,2.08,-5.60%,22.90%,-3.30%,-,-3.90%,-1.10%,1.00%,6.75M,6.69M,0.10%,-10.60%,36.50%,2.20%,2.10%,15.65,1.20%,7.90%,17.50%,-,-,0.00,0.00,-,86.80%,35.40%,-2.90%,-4.28%,-6.24%,9.14%,-0.11%,-4.07%,0.22,1.14,2.30%,2.15%,-3.11%,-3.41%,3.04%,-8.60%,3.81%,-8.60%,20.94%,42.34,0.00%,-0.57%,3.00,8.99K,0.13,43.60,-0.57%,"1,198",Feb 22/a
4495,NKTR,Nektar Therapeutics,Healthcare,Biotechnology,USA,11.97B,-,-,-,47.94,141.72,33.95,-,-,-,-0.71,-79.50%,-20.00%,1.50%,-7.30%,18.30%,218.70%,321.20%,156.41M,156.20M,1.10%,-41.55%,93.10%,-6.23%,6.83%,3.96,-19.50%,-190.70%,-33.80%,4.10,4.00,2.91,2.94,89.00%,-27.10%,-42.10%,10.27%,33.28%,211.73%,229.44%,530.92%,28.15%,1.80,3.61,5.33%,5.78%,17.69%,36.28%,158.20%,-4.04%,152.57%,-4.04%,570.73%,75.63,-1.88%,0.27%,1.70,2.69M,0.86,76.53,-1.62%,"2,326,395",Feb 28/a
4496,NKX,Nuveen California AMT-Free Quality Municipal Income Fund,Financial,Asset Management,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-22.22%,-,0.46,-,-,-,-,-,-,-,-,-,-,-1.06%,-2.09%,-5.25%,-4.95%,2.81%,-2.51%,-,0.08,0.44%,0.48%,-1.85%,-2.73%,-3.49%,-4.53%,-0.13%,-7.36%,6.24%,23.50,-0.33%,0.20%,-,70.33K,1.88,14.98,-0.13%,"132,374",-
4497,NL,"NL Industries, Inc.",Services,Industrial Equipment Wholesale,USA,662.62M,8.91,9.03,-,5.85,2.75,6.86,30.12,-,0.00%,1.57,164.10%,51.96%,-27.80%,-,6.40%,136.90%,-4.90%,47.33M,8.25M,83.07%,0.00%,10.60%,-0.38%,4.07%,3.71,17.80%,36.40%,1.00%,4.80,4.20,0.00,0.00,32.20%,1.50%,67.60%,0.00%,3.32%,2.56%,87.92%,64.71%,-1.75%,2.70,0.68,4.63%,4.96%,1.38%,3.06%,42.80%,-12.77%,22.27%,-12.77%,166.67%,52.23,1.08%,0.36%,4.00,90.48K,0.50,14.00,1.45%,"44,858",Feb 07/a
4498,NLNK,NewLink Genetics Corporation,Healthcare,Biotechnology,USA,303.18M,-,-,-,9.69,2.40,-,-,-,-,-2.44,-108.00%,9.40%,0.30%,17.30%,80.40%,-28.50%,-64.10%,35.46M,27.89M,22.90%,10.60%,56.30%,-0.49%,24.58%,7.53,-47.80%,-63.40%,-65.70%,5.10,5.10,0.00,0.00,-,-,-,2.27%,2.64%,-12.49%,16.64%,-22.41%,5.43%,1.19,0.51,5.39%,6.57%,-0.03%,-0.11%,-15.90%,-17.87%,12.06%,-66.03%,44.92%,49.56,-3.61%,1.26%,1.30,909.85K,0.57,8.55,-2.40%,"522,199",Feb 27/b
4499,NLR,VanEck Vectors Uranium+Nuclear Engy ETF,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,4.76%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.02,-,-,-,-,-,-,-,-,-,-,1.03%,-0.90%,-6.88%,-4.44%,5.58%,0.28%,-,0.36,0.40%,0.37%,1.02%,-4.41%,-3.47%,-9.34%,1.99%,-9.34%,5.92%,44.44,0.00%,0.33%,-,1.62K,0.11,49.20,0.33%,184,-
4500,NLS,"Nautilus, Inc.",Consumer Goods,Sporting Goods,USA,403.39M,13.33,11.89,1.33,1.00,2.32,13.23,9.27,-,0.00%,1.00,32.20%,22.43%,69.00%,10.00%,17.60%,7.40%,9.00%,30.33M,30.10M,1.80%,-10.02%,-,0.54%,6.08%,4.07,9.20%,17.60%,16.40%,2.00,1.40,0.20,0.29,50.90%,12.20%,7.30%,0.00%,-6.34%,-21.76%,-27.32%,-19.15%,-0.37%,1.66,0.43,2.69%,3.30%,-0.09%,-0.20%,-18.52%,-8.90%,8.57%,-32.83%,8.57%,48.48,-2.21%,0.00%,2.00,450.25K,0.51,13.30,-2.21%,"231,516",Feb 20/a
4501,NLSN,Nielsen Holdings plc,Technology,Information & Delivery Services,USA,13.31B,26.54,14.30,12.65,2.06,3.14,20.11,16.60,3.62%,91.50%,1.41,-9.80%,-0.30%,53.60%,2.10%,3.40%,13.20%,4.50%,354.71M,354.66M,0.30%,-4.26%,-,0.44%,7.07%,6.59,3.10%,12.20%,6.90%,1.40,1.40,1.97,1.98,58.20%,18.70%,7.80%,3.42%,2.96%,-9.30%,-2.82%,-7.79%,3.10%,0.89,0.70,1.52%,1.77%,2.99%,2.27%,-3.67%,-2.14%,9.67%,-17.93%,9.67%,59.35,0.43%,0.78%,2.20,3.80M,0.92,37.53,1.21%,"3,493,235",Feb 08/b
4502,NLST,"Netlist, Inc.",Technology,Semiconductor- Memory Chips,USA,24.83M,-,-,-,0.70,-,2.89,-,-,-,-0.23,50.20%,45.00%,1.30%,17.50%,-26.80%,43.80%,246.20%,68.79M,64.78M,8.02%,0.00%,24.20%,-,8.02%,2.28,-73.50%,349.70%,-75.60%,1.80,1.40,-,-,6.60%,-39.80%,-40.20%,8.47%,13.17%,-44.45%,-67.77%,-62.80%,17.40%,-1.39,0.04,12.80%,10.59%,7.91%,1.79%,-55.37%,-51.87%,44.40%,-74.21%,44.40%,56.67,3.14%,-1.21%,2.00,2.28M,4.23,0.36,1.89%,"9,653,262",Jan 31/a
4503,NLY,"Annaly Capital Management, Inc.",Financial,REIT - Diversified,USA,12.76B,4.44,9.35,36.99,3.39,0.96,14.70,1.32,10.80%,47.90%,2.50,234.40%,-1.33%,30.00%,0.12%,15.20%,-55.30%,-25.20%,1.15B,1.15B,0.30%,20.89%,57.10%,-0.20%,1.97%,2.57,2.90%,22.00%,1.70%,-,-,0.59,6.18,76.80%,71.00%,68.20%,-0.89%,-7.80%,-8.11%,-5.85%,8.28%,-6.56%,0.18,0.16,1.20%,1.44%,-3.64%,-4.99%,-6.94%,-10.19%,0.82%,-12.73%,9.89%,33.04,-1.16%,0.18%,3.40,8.78M,0.71,11.11,-0.98%,"6,206,240",Feb 14/a
4504,NM,Navios Maritime Holdings Inc.,Services,Shipping,Monaco,160.20M,-,-,-,0.35,0.28,1.40,4.58,-,-,-2.84,-79.20%,-,-54.80%,33.40%,-8.50%,13.00%,6.90%,119.55M,91.29M,23.20%,0.00%,21.00%,0.03%,3.71%,5.14,-11.80%,-52.00%,0.50%,1.00,0.90,2.75,2.80,27.20%,-6.90%,-70.30%,-1.47%,2.29%,-25.97%,8.06%,-36.19%,11.67%,2.94,0.08,5.59%,6.30%,0.94%,-0.12%,-7.76%,-21.87%,12.61%,-40.71%,41.05%,50.74,0.00%,1.52%,-,657.78K,0.63,1.34,1.52%,"414,309",Feb 20/b
4505,NMFC,New Mountain Finance Corporation,Financial,Asset Management,USA,1.02B,8.73,9.85,-,5.43,0.99,25.80,-,10.07%,83.80%,1.55,225.40%,0.51%,36.80%,0.00%,65.20%,-12.70%,22.50%,75.69M,68.74M,0.60%,6.10%,41.50%,0.80%,0.15%,0.32,6.30%,11.80%,7.40%,-,-,0.29,0.29,50.40%,52.50%,61.80%,0.37%,-1.82%,-5.26%,-6.57%,-5.26%,-0.37%,0.62,0.16,0.82%,1.15%,-0.63%,-2.91%,-5.20%,-6.09%,1.12%,-10.00%,1.12%,39.97,0.00%,0.00%,2.00,319.90K,1.02,13.50,0.00%,"325,303",Feb 27/a
4506,NMI,"Nuveen Municipal Income Fund, Inc.",Financial,Closed-End Fund - Debt,USA,94.80M,48.63,-,-,19.75,1.03,947.95,-,4.11%,209.70%,0.23,-62.80%,-,-30.30%,-,-2.70%,22.30%,0.00%,8.33M,8.15M,-,-,4.00%,-,0.03%,0.15,2.10%,2.20%,4.10%,-,-,0.00,0.00,87.10%,85.00%,43.40%,0.44%,-0.09%,-1.53%,-3.46%,-0.50%,-1.61%,-0.28,0.12,0.67%,0.69%,-0.80%,-1.72%,-3.22%,-9.66%,1.07%,-14.42%,1.63%,43.70,0.26%,0.09%,-,14.70K,1.65,11.38,0.35%,"24,213",-
4507,NMIH,"NMI Holdings, Inc.",Financial,Surety & Title Insurance,USA,1.16B,13.80,15.43,0.87,7.15,2.30,56.12,22.51,-,0.00%,1.42,328.50%,130.49%,117.20%,15.92%,-,90.50%,39.80%,59.27M,58.64M,1.70%,-11.10%,89.20%,0.61%,2.21%,1.95,10.00%,17.40%,13.00%,-,-,0.28,0.28,-,34.90%,52.60%,1.03%,10.73%,36.11%,68.24%,84.91%,15.29%,0.95,0.60,2.91%,3.33%,7.31%,12.37%,47.66%,-3.80%,25.64%,-3.80%,94.06%,66.21,-3.69%,0.74%,1.60,667.06K,1.52,19.60,-2.97%,"1,015,705",Feb 14/a
4508,NMM,Navios Maritime Partners L.P.,Services,Shipping,Monaco,336.31M,450.00,20.27,-,1.66,0.42,-,-,-,0.00%,0.01,-228.30%,-10.48%,-19.80%,-,0.40%,115.70%,19.30%,149.47M,116.88M,8.90%,0.00%,15.40%,-1.22%,1.26%,1.72,0.40%,0.70%,-0.20%,1.40,1.40,0.60,0.64,94.40%,19.50%,2.70%,-2.17%,-1.32%,8.70%,33.14%,32.35%,-4.66%,1.66,0.10,4.02%,3.96%,-4.86%,1.88%,14.72%,-14.12%,20.32%,-15.25%,55.17%,46.90,-4.26%,0.86%,2.50,860.87K,1.07,2.25,-3.43%,"919,004",Feb 13/b
4509,NMR,"Nomura Holdings, Inc.",Financial,Investment Brokerage - National,Japan,23.75B,11.30,11.73,0.93,1.46,0.93,0.84,-,2.36%,29.40%,0.60,84.80%,-4.15%,83.70%,12.20%,-1.50%,-13.60%,8.50%,3.51B,3.39B,0.70%,0.00%,0.70%,-0.05%,0.02%,1.72,0.60%,8.50%,0.80%,-,-,2.70,9.56,79.40%,18.80%,13.30%,1.35%,14.17%,17.13%,14.17%,10.26%,16.32%,1.83,0.10,1.33%,1.23%,7.38%,12.53%,14.37%,-0.88%,21.33%,-0.88%,28.22%,73.94,-0.15%,0.44%,3.00,300.07K,0.50,6.77,0.30%,"148,630",Jan 30/b
4510,NMT,Nuveen Massachusetts Quality Mu,Financial,Closed-End Fund - Debt,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-29.51%,-,0.35,-,-,-,-,-,-,-,-,-,-,-0.85%,-0.71%,-3.12%,0.58%,2.42%,-2.17%,-,0.14,0.39%,0.93%,-2.05%,-2.42%,-1.41%,-5.23%,0.58%,-6.93%,4.65%,36.13,-0.29%,0.00%,-,9.19K,0.72,13.96,-0.29%,"6,597",-
4511,NMY,Nuveen Maryland Quality Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.07,-,-,-,-,-,-,-,-,-,-,-0.40%,-0.48%,-2.67%,-4.17%,-0.89%,-1.03%,-,0.06,0.36%,0.46%,-0.86%,-1.33%,-3.27%,-3.05%,0.24%,-6.12%,2.11%,37.87,-0.32%,-0.08%,-,42.57K,0.57,12.45,-0.40%,"24,358",-
4512,NMZ,Nuveen Municipal High Income Opportunity Fund,Financial,Asset Management,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.27,-,-,-,-,-,-,-,-,-,-,-0.37%,-0.15%,-0.30%,0.81%,4.48%,-0.22%,-,0.09,0.54%,0.65%,-0.64%,-0.73%,0.34%,-2.31%,1.49%,-2.31%,6.83%,42.47,-0.51%,0.00%,-,158.07K,1.07,13.58,-0.51%,"169,135",-
4513,NNA,Navios Maritime Acquisition Corporation,Services,Shipping,Monaco,140.27M,-,-,-,0.57,0.27,2.41,-,22.69%,-,-0.31,-28.40%,57.10%,47.00%,15.00%,18.90%,-192.50%,-20.70%,159.13M,67.65M,71.20%,0.00%,21.10%,0.05%,2.14%,3.64,-2.80%,-8.70%,6.50%,0.90,0.90,2.12,2.23,91.40%,23.60%,-19.00%,-17.62%,-22.68%,-31.13%,-38.78%,-53.61%,-20.59%,1.44,0.04,7.85%,3.97%,-18.21%,-25.77%,-34.97%,-35.66%,3.46%,-54.79%,3.46%,17.24,-0.62%,-0.07%,3.00,396.94K,2.07,0.88,-0.69%,"823,622",Feb 08/b
4514,NNBR,"NN, Inc.",Industrial Goods,Machine Tools & Accessories,USA,798.78M,-,16.33,-,1.20,1.81,2.30,-,0.97%,6.10%,-0.91,183.40%,13.70%,-25.00%,20.00%,14.40%,-467.00%,1.00%,27.54M,26.84M,0.50%,-9.31%,97.00%,-0.50%,3.34%,8.96,8.90%,36.20%,5.90%,3.20,2.70,1.80,1.85,26.20%,2.20%,18.90%,5.26%,4.88%,-5.38%,1.75%,50.65%,5.07%,0.63,0.85,3.35%,3.16%,3.96%,5.37%,4.27%,-1.36%,16.23%,-11.85%,58.90%,59.54,-1.36%,0.34%,2.40,100.05K,0.37,29.00,-1.02%,"37,245",Feb 28/a
4515,NNC,Nuveen North Carolina Quality Municipal Income Fund,Financial,Diversified Investments,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.15,-,-,-,-,-,-,-,-,-,-,-0.85%,-0.54%,-2.82%,-3.62%,-0.79%,-0.47%,-,0.07,0.51%,0.51%,-0.77%,-1.04%,-2.88%,-2.52%,0.00%,-6.02%,1.40%,38.37,-0.31%,0.08%,1.00,39.15K,0.61,12.84,-0.23%,"23,717",-
4516,NNDM,Nano Dimension Ltd.,Technology,Computer Peripherals,Israel,239.06M,-,-,-,502.95,2.15,-,-,-,-,-1.72,-42.70%,29.90%,-,-,-,-,-,66.59M,10.28M,-,-,28.24%,-,0.02%,0.08,-,-,-,-,-,-,-,-,-,-,-3.49%,14.33%,-27.91%,-36.46%,-37.78%,16.94%,-,0.23,6.70%,6.01%,7.07%,-0.69%,-30.02%,-22.80%,23.79%,-52.76%,23.79%,53.36,-3.49%,0.27%,1.50,25.79K,0.49,3.59,-3.23%,"12,625",Feb 20/b
4517,NNI,"Nelnet, Inc.",Financial,Credit Services,USA,2.18B,10.10,10.25,-,2.86,1.04,8.55,14.91,1.21%,8.00%,5.25,2.20%,21.72%,7.10%,-6.91%,5.10%,-43.60%,0.40%,41.03M,20.99M,15.40%,-0.31%,56.70%,0.08%,1.58%,3.79,0.90%,10.50%,1.00%,-,-,10.53,10.53,40.90%,44.70%,29.10%,-0.82%,-1.71%,-9.71%,8.36%,4.56%,-3.23%,1.00,1.22,1.74%,2.10%,-2.44%,-1.39%,8.10%,-6.71%,5.39%,-11.18%,36.91%,44.71,0.19%,0.23%,2.00,87.16K,0.80,53.01,0.42%,"69,550",Feb 26/a
4518,NNN,"National Retail Properties, Inc.",Financial,REIT - Diversified,USA,6.12B,33.43,30.09,4.18,10.62,1.95,24.06,-,4.65%,131.60%,1.22,6.30%,0.07%,6.60%,8.00%,15.60%,28.90%,9.80%,149.64M,149.64M,0.50%,-9.04%,96.30%,-0.08%,5.20%,9.08,3.30%,6.80%,5.80%,-,-,0.86,0.86,96.00%,59.10%,35.90%,0.69%,-2.39%,-1.73%,1.54%,-9.29%,-5.19%,0.31,0.65,1.76%,1.46%,-1.30%,-2.45%,-0.31%,-6.86%,3.28%,-11.76%,12.18%,45.62,-0.66%,-0.17%,2.10,856.66K,1.13,40.89,-0.82%,"965,139",Feb 12/b
4519,NNVC,"NanoViricides, Inc.",Healthcare,Drug Manufacturers - Major,USA,58.35M,-,-,-,-,3.48,4.32,-,-,-,-0.15,7.80%,-,-3.40%,-,-,39.80%,-,57.77M,48.11M,24.04%,0.00%,6.00%,-1.11%,0.95%,2.84,-33.00%,-46.00%,-,2.60,2.60,0.00,0.23,-,-,-,11.00%,3.05%,6.30%,-31.76%,-12.17%,14.76%,0.24,0.06,6.55%,6.12%,7.52%,2.28%,-14.61%,-17.89%,21.64%,-38.41%,21.64%,55.26,-2.88%,5.05%,-,161.61K,0.50,1.01,2.02%,"80,663",Feb 13
4520,NNY,"Nuveen New York Municipal Value Fund, Inc.",Financial,Closed-End Fund - Debt,USA,143.09M,127.97,-,-,22.01,0.96,286.18,-,3.80%,-,0.07,-139.20%,-,-18.20%,-,-17.90%,-213.10%,-20.00%,15.11M,15.11M,-,-,11.10%,-0.12%,0.00%,0.02,-,-,1.50%,-,-,0.02,0.02,88.20%,-,-,-0.11%,0.32%,-7.07%,-6.79%,-0.73%,-0.32%,-0.03,0.07,0.62%,0.60%,-0.41%,-2.08%,-5.28%,-5.02%,0.74%,-11.08%,0.74%,41.17,-0.32%,-0.11%,3.00,37.32K,0.64,9.47,-0.42%,"23,732",-
4521,NOA,North American Energy Partners Inc.,Basic Materials,Oil & Gas Equipment & Services,Canada,130.97M,175.86,21.07,15.99,0.60,1.15,15.23,3.55,1.18%,106.10%,0.03,93.50%,76.64%,53.70%,11.00%,-20.50%,54.20%,45.20%,25.68M,23.29M,2.50%,0.00%,71.60%,-0.31%,0.13%,0.80,0.60%,1.50%,1.50%,1.00,0.90,0.64,0.85,12.50%,2.80%,0.80%,0.99%,6.25%,25.93%,22.89%,8.51%,3.03%,0.60,0.17,3.60%,3.54%,3.66%,10.08%,15.23%,-1.92%,22.89%,-10.53%,37.84%,62.57,0.00%,0.00%,2.00,36.49K,1.33,5.10,0.00%,"48,377",Feb 13/a
4522,NOAH,Noah Holdings Limited,Financial,Asset Management,China,2.93B,30.82,21.05,1.47,7.49,4.83,8.07,-,-,0.00%,1.69,12.50%,20.66%,29.70%,21.00%,38.10%,19.40%,12.80%,56.31M,18.73M,84.60%,0.00%,50.00%,0.65%,15.60%,10.92,11.40%,19.10%,13.10%,2.20,2.20,0.00,0.12,-,26.20%,26.00%,3.73%,15.20%,36.21%,63.03%,124.38%,12.34%,2.59,1.51,2.19%,3.30%,7.24%,15.10%,52.31%,-1.57%,35.64%,-1.57%,130.45%,64.86,-0.21%,0.83%,2.30,267.63K,1.82,51.99,0.62%,"486,360",Nov 20/a
4523,NOBL,ProShares S&P; 500 Dividend Aristocrats,Financial,Exchange Traded Fund,USA,-,-,-,-,-,-,-,-,1.72%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.50%,4.25%,9.29%,14.35%,22.71%,4.53%,-,0.44,0.62%,0.58%,2.97%,5.54%,12.32%,0.44%,11.16%,0.44%,24.47%,80.44,0.06%,0.62%,-,256.35K,1.53,66.94,0.68%,"393,382",-
4524,NOC,Northrop Grumman Corporation,Industrial Goods,Aerospace/Defense - Major Diversified,USA,54.60B,23.36,21.90,2.69,2.14,8.41,29.08,60.54,1.28%,28.10%,13.42,17.40%,8.59%,10.10%,8.69%,-1.50%,9.80%,6.00%,174.20M,173.20M,0.20%,-8.79%,83.30%,0.14%,0.84%,2.04,9.10%,40.70%,20.10%,1.20,1.00,0.96,0.96,23.50%,13.20%,9.20%,-1.28%,2.95%,6.60%,18.71%,34.77%,2.13%,0.75,3.60,1.05%,1.07%,1.15%,2.45%,13.25%,-1.64%,6.46%,-1.64%,40.01%,56.43,0.00%,-0.01%,2.10,718.02K,1.19,313.46,-0.01%,"852,252",Jan 25/b
4525,NOG,"Northern Oil and Gas, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,USA,172.40M,73.43,14.94,14.69,0.83,-,25.35,2.48,-,0.00%,0.04,70.20%,84.95%,-56.40%,5.00%,-0.60%,65.10%,-7.80%,67.08M,42.59M,9.70%,0.00%,31.90%,0.04%,12.60%,3.04,0.50%,-0.50%,-66.00%,0.20,0.20,-,-,68.00%,32.00%,1.10%,-4.46%,51.18%,282.73%,123.48%,-31.47%,25.37%,2.00,0.20,5.85%,10.09%,6.42%,40.71%,76.70%,-13.47%,154.46%,-35.75%,309.95%,61.92,1.98%,-1.56%,3.30,1.77M,0.56,2.57,0.39%,"988,193",Feb 28/a
4526,NOK,Nokia Corporation,Technology,Communication Equipment,Finland,28.61B,-,14.83,-,1.01,1.36,3.40,-,3.67%,-,-0.10,-143.30%,-1.78%,17.80%,20.62%,8.20%,-66.60%,-6.70%,5.83B,5.78B,-,-,6.10%,0.21%,0.43%,1.70,-1.10%,-2.60%,-2.60%,1.60,1.30,0.21,0.25,39.90%,-0.40%,-2.10%,-0.81%,2.51%,-18.57%,-20.29%,5.14%,5.36%,1.35,0.08,1.32%,1.22%,1.46%,1.65%,-14.31%,-3.87%,8.87%,-26.17%,9.11%,53.19,0.20%,-0.41%,2.70,14.68M,0.88,4.91,-0.20%,"12,962,992",Feb 01/b
4527,NOM,Nuveen Missouri Quality Municipal Income Fund,Financial,Closed-End Fund - Equity,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.38%,-6.94%,-12.00%,-16.55%,-17.66%,-2.87%,-,0.18,0.57%,1.15%,-2.63%,-8.27%,-12.06%,-22.91%,-0.72%,-22.91%,-0.72%,19.51,-0.44%,-0.29%,-,6.64K,0.84,13.55,-0.73%,"5,583",-
